gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,Contract,PaperlessBilling,MonthlyCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,MonthlyCharges_category
1,-0.4474048350192824,0,0,0.13704840280801595,1,0.0,1,0.6541181113806226,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
1,-0.4474048350192824,0,0,-1.2479381785696613,1,0.0,1,0.6906820774659289,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
1,-0.4474048350192824,1,0,-0.7998542845945305,1,0.0,1,0.02588269409672052,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
0,-0.4474048350192824,1,0,0.5443973973308622,0,0.0,0,-0.6488886800230259,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1
1,-0.4474048350192824,1,1,-1.3294079774742305,1,2.0,0,-1.307040069558542,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,-0.4474048350192824,0,0,0.8702765929491392,1,2.0,1,1.067955727527955,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,2
0,2.235112188621971,1,1,1.114685989662847,1,1.0,1,0.3250424166128643,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,2,2
1,-0.4474048350192824,1,1,1.6035047830902625,1,2.0,1,1.7128111293960868,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,2
1,-0.4474048350192824,0,0,-1.2072032791173766,1,1.0,0,-1.5114658799445737,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,-0.4474048350192824,1,0,1.6035047830902625,1,2.0,1,1.6297112064749357,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,2,2
1,-0.4474048350192824,1,0,0.4221926989740083,1,1.0,1,-0.2898970130036532,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1
1,-0.4474048350192824,0,0,-1.1257334802128074,1,0.0,1,0.6724000944232758,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
1,-0.4474048350192824,1,0,-0.7591193851422458,1,0.0,1,0.667414099048007,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2
0,-0.4474048350192824,0,0,0.5851322967831468,1,2.0,1,-0.0023712796964706438,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1
0,-0.4474048350192824,0,0,1.5220349841856933,1,2.0,1,1.531653297427978,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,2,2
1,-0.4474048350192824,0,1,1.5220349841856933,1,1.0,0,-0.00403327815489357,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1
1,-0.4474048350192824,0,0,-1.2479381785696613,1,0.0,0,-1.4981698922771896,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,-0.4474048350192824,1,0,1.4813000847334086,1,1.0,1,-1.288758086515889,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,2,0
0,-0.4474048350192824,1,1,0.6258671962354314,1,2.0,0,-1.4981698922771896,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,0
0,-0.4474048350192824,1,0,-1.2479381785696613,1,0.0,0,-1.5031558876524584,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,-0.4474048350192824,1,0,-0.10736099390569181,1,0.0,1,0.6624281036727377,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
1,-0.4474048350192824,1,1,0.7073369951400007,1,1.0,0,-0.3380949682979209,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
1,-0.4474048350192824,1,1,-0.39250529007168417,1,1.0,1,-0.5558167663513366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1,2.235112188621971,1,0,0.7888067940445699,1,1.0,1,1.330551483958792,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,2
0,-0.4474048350192824,0,0,0.6258671962354314,1,1.0,0,0.3350144073634028,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2
1,-0.4474048350192824,0,0,1.5627698836379778,0,2.0,0,-0.36967293900795817,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,2,1
1,-0.4474048350192824,0,1,-0.5147099884285381,1,0.0,1,-1.5181138737782658,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,-0.4474048350192824,0,0,-1.2479381785696613,1,0.0,1,0.1688145615211007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1,-0.4474048350192824,1,0,1.6035047830902625,1,2.0,1,1.6779091617692035,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2
1,-0.4474048350192824,0,0,-0.10736099390569181,1,0.0,1,0.6391601252548154,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2,2
0,-0.4474048350192824,0,0,0.13704840280801595,1,1.0,0,-1.5131278784029967,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,0
1,-0.4474048350192824,0,1,0.09631350335573131,1,1.0,1,0.667414099048007,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,2
1,-0.4474048350192824,1,1,1.1961557885674161,1,1.0,1,0.993165796898919,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,2
0,-0.4474048350192824,1,0,-0.9627938824036689,1,0.0,0,0.8867978955598456,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
1,-0.4474048350192824,0,0,0.666602095687716,1,0.0,1,0.31673242432074916,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1,-0.4474048350192824,1,0,1.2368906880197008,1,0.0,1,1.2740435363724096,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,2,2
1,-0.4474048350192824,0,0,-1.0035287818559535,1,0.0,1,-0.3430809636731899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,-0.4474048350192824,1,1,0.5036624978785775,1,2.0,1,-1.3436040356438486,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
1,-0.4474048350192824,0,0,-1.166468379665092,1,0.0,1,-1.4998318907356125,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,-0.4474048350192824,1,0,1.6035047830902625,1,0.0,1,0.9831938061483809,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,2
1,-0.4474048350192824,0,0,-0.8813240834990996,1,0.0,1,0.4796082732462054,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,-0.4474048350192824,1,0,1.0332161907582778,1,1.0,1,-0.13366915791188938,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
0,-0.4474048350192824,1,1,1.5627698836379778,1,2.0,0,-1.4815499076929592,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
0,-0.4474048350192824,0,0,-0.7998542845945305,1,0.0,1,0.5593841992505106,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
1,-0.4474048350192824,1,1,0.7888067940445699,0,2.0,0,-0.49432282338968475,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,2,1
1,2.235112188621971,1,0,-1.0442636813082382,1,0.0,1,0.8120079649308096,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
1,-0.4474048350192824,0,0,0.46292759842629294,0,1.0,1,-0.36801094054953526,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,2,1
0,-0.4474048350192824,1,0,-0.31103549116711493,0,0.0,1,-1.0328103239187436,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
0,2.235112188621971,0,0,-0.4332401895239688,1,0.0,0,0.5527362054168184,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
1,-0.4474048350192824,0,0,-0.2295656922625457,1,2.0,0,-1.4865359030682284,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
0,-0.4474048350192824,1,0,0.4221926989740083,1,0.0,1,0.9649118231057273,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2
0,2.235112188621971,1,0,1.3998302858288394,1,1.0,1,1.3471714685430223,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,2,2
0,-0.4474048350192824,1,1,-0.9627938824036689,1,0.0,1,0.3582823857813247,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
1,-0.4474048350192824,1,1,1.5220349841856933,1,2.0,1,0.4712982809540903,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,2,2
1,-0.4474048350192824,1,1,-0.3517703906193996,1,1.0,1,0.6557801098390456,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,2
0,-0.4474048350192824,1,1,-1.3294079774742305,1,2.0,0,-1.4981698922771896,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,-0.4474048350192824,1,1,-1.3294079774742305,1,2.0,0,-1.3203360572259262,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,-0.4474048350192824,0,0,-0.5961797873331073,0,1.0,1,-0.826722515074289,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1
1,2.235112188621971,1,0,-0.39250529007168417,1,0.0,0,0.7222600481759663,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2
0,-0.4474048350192824,1,0,1.1554208891151316,1,2.0,1,0.9732218153978425,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,2
1,-0.4474048350192824,0,0,1.0739510902105622,1,2.0,0,-1.3319700464348874,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,0
1,-0.4474048350192824,1,1,1.3998302858288394,1,1.0,0,-0.1669091270803498,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1
0,-0.4474048350192824,0,0,-1.2479381785696613,1,0.0,0,-0.14031715174558135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1,2.235112188621971,0,0,0.17778330226030056,1,0.0,1,1.1975916072849502,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,2
0,-0.4474048350192824,1,1,1.6035047830902625,1,2.0,1,1.706163135562395,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,2,2
0,2.235112188621971,0,0,-1.288673078021946,1,0.0,1,0.20537852760640699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
0,-0.4474048350192824,0,0,-0.18883079281026105,0,0.0,1,-1.1740801928847004,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
0,-0.4474048350192824,1,0,0.17778330226030056,1,1.0,1,-1.5031558876524584,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
1,-0.4474048350192824,0,0,1.0739510902105622,1,0.0,1,-0.0140052689054316,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,1
1,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,1,0.46797428403724445,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
1,-0.4474048350192824,1,1,-1.288673078021946,1,1.0,0,-1.5098038814861507,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,2.235112188621971,1,0,1.0332161907582778,1,1.0,1,1.3438474716261763,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,2,2
1,-0.4474048350192824,0,1,-1.2072032791173766,1,0.0,0,0.18709654456375382,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2
1,-0.4474048350192824,1,1,1.6035047830902625,1,2.0,0,-1.3319700464348874,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
0,2.235112188621971,0,0,-0.5961797873331073,1,0.0,1,0.28183045669386586,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
0,-0.4474048350192824,1,0,-0.7183844856899612,1,0.0,0,1.2191975872444498,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,2
0,-0.4474048350192824,1,1,1.3998302858288394,1,2.0,1,1.3488334670014455,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,2
1,-0.4474048350192824,1,1,1.114685989662847,1,2.0,1,-1.466591921567152,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
0,-0.4474048350192824,1,0,0.8295416934968546,1,1.0,1,1.3637914531272524,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,2,2
0,-0.4474048350192824,0,0,-1.1257334802128074,0,0.0,1,-0.46939284651333946,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1
0,-0.4474048350192824,1,1,1.31836048692427,1,2.0,0,0.8801499017261534,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,2
1,2.235112188621971,0,0,-0.2295656922625457,1,1.0,1,1.315593497832985,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2,2
1,-0.4474048350192824,0,0,-0.7591193851422458,1,0.0,1,-0.3181509867968446,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
1,-0.4474048350192824,1,0,1.6035047830902625,1,2.0,1,1.3704394469609447,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,2
1,-0.4474048350192824,1,0,-1.166468379665092,1,0.0,1,0.5161722393315117,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2
1,-0.4474048350192824,0,1,-0.9220589829513843,1,1.0,1,-1.4998318907356125,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,-0.4474048350192824,0,0,0.34072290006943906,1,1.0,1,-0.29155901146207636,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1
0,2.235112188621971,0,0,0.21851820171258518,1,0.0,1,1.1460696550738367,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,2
1,2.235112188621971,1,0,-0.4332401895239688,1,0.0,1,0.8203179572229247,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2
1,2.235112188621971,1,0,0.4221926989740083,1,1.0,1,1.1793096242422971,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,2
1,-0.4474048350192824,0,0,-0.5147099884285381,1,0.0,0,0.1821105491884846,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
0,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,1,0.31673242432074916,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
0,-0.4474048350192824,0,0,-1.2479381785696613,0,0.0,1,-1.0095423455008212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,-0.4474048350192824,1,1,0.7073369951400007,1,1.0,1,0.1521945769368705,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,1
1,-0.4474048350192824,1,0,0.5036624978785775,1,0.0,1,1.4186374022552122,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,2
0,2.235112188621971,0,0,-1.0849985807605227,0,0.0,1,-0.6871146445667553,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
0,-0.4474048350192824,0,0,-1.288673078021946,0,0.0,0,-0.9979083562918603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,2.235112188621971,1,1,-1.288673078021946,1,0.0,1,0.13889858926948614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-0.4474048350192824,1,0,1.4813000847334086,1,1.0,1,1.3737634438777908,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,2,2
1,-0.4474048350192824,1,0,-0.840589184046815,1,0.0,1,0.6491321160053534,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
1,-0.4474048350192824,1,0,-0.9627938824036689,1,0.0,1,0.13225059543579396,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
0,-0.4474048350192824,1,0,-1.1257334802128074,1,0.0,1,0.7920639834297335,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2
0,-0.4474048350192824,0,0,1.0332161907582778,1,0.0,1,1.00479978610788,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,2
1,-0.4474048350192824,1,1,-0.47397508897625346,1,0.0,0,1.30728350554087,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,2
1,-0.4474048350192824,1,0,0.7888067940445699,1,2.0,1,0.8818119001845763,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2
0,-0.4474048350192824,0,0,-0.2295656922625457,1,2.0,1,-1.5114658799445737,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,0
1,-0.4474048350192824,0,0,-0.7998542845945305,1,0.0,1,0.4895802639967435,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2
0,2.235112188621971,0,0,-0.2295656922625457,1,0.0,1,0.7106260589670055,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
0,-0.4474048350192824,0,0,1.5220349841856933,1,2.0,0,0.6524561129221997,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,2,2
1,-0.4474048350192824,1,1,-1.288673078021946,1,0.0,1,-0.5425207786839524,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,-0.4474048350192824,1,1,1.6035047830902625,1,2.0,1,-1.3253220526011953,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
1,-0.4474048350192824,0,0,-1.166468379665092,1,0.0,1,0.6840340836322372,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
0,-0.4474048350192824,0,0,0.3814577995217237,1,0.0,0,-0.18020511474773393,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1
1,-0.4474048350192824,0,1,-1.288673078021946,1,0.0,1,-1.5164518753198426,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,-0.4474048350192824,0,0,-1.2479381785696613,1,0.0,1,-0.514266804890761,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1,-0.4474048350192824,1,1,0.9517463918537085,1,0.0,1,1.05964573523584,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,2
1,-0.4474048350192824,0,0,-0.7998542845945305,1,1.0,1,-1.4998318907356125,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
1,-0.4474048350192824,0,0,-0.2703005917148303,1,1.0,0,0.33002841198813354,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,2
0,-0.4474048350192824,1,1,0.3814577995217237,1,1.0,1,-1.529747862987227,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,2,0
0,2.235112188621971,1,0,1.1554208891151316,1,1.0,1,1.30728350554087,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,2,2
0,-0.4474048350192824,0,0,-1.166468379665092,1,0.0,0,-0.3181509867968446,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,-0.4474048350192824,1,0,1.2368906880197008,1,0.0,1,0.5477502100415492,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
0,-0.4474048350192824,1,1,-0.7591193851422458,1,0.0,0,0.17047655997952363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
1,-0.4474048350192824,0,1,0.21851820171258518,1,0.0,1,0.5577222007920872,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2
1,-0.4474048350192824,1,0,-0.31103549116711493,0,1.0,1,-0.8965264503280559,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1
0,-0.4474048350192824,1,0,1.4405651852811239,1,1.0,0,0.7106260589670055,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,2
0,-0.4474048350192824,0,0,-0.10736099390569181,1,1.0,1,0.1289265985189481,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2,1
0,-0.4474048350192824,1,0,1.1554208891151316,1,1.0,1,1.2707195394555633,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,2
1,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,0,-1.5164518753198426,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,-0.4474048350192824,1,0,-0.4332401895239688,1,0.0,1,-0.36136294671584307,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
0,-0.4474048350192824,0,0,-1.2479381785696613,1,0.0,0,-0.6854526461083321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-0.4474048350192824,1,1,1.5220349841856933,1,1.0,1,1.3770874407946367,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,2,2
1,-0.4474048350192824,1,0,1.31836048692427,1,2.0,1,-1.4848739046098054,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
1,-0.4474048350192824,0,0,1.2776255874719855,1,2.0,0,1.1360976643232987,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,2,2
0,-0.4474048350192824,1,0,1.0739510902105622,1,1.0,1,1.393707425378867,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,2,2
0,2.235112188621971,1,0,0.7073369951400007,1,0.0,1,0.1987305337727148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
0,-0.4474048350192824,1,0,1.4405651852811239,1,2.0,1,0.6524561129221997,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
0,-0.4474048350192824,1,1,1.5627698836379778,1,2.0,0,-1.5081418830277276,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
0,-0.4474048350192824,1,1,0.13704840280801595,1,0.0,0,-0.4660688495964936,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
1,-0.4474048350192824,1,0,-0.4332401895239688,1,1.0,1,-0.2932210099204993,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
1,-0.4474048350192824,1,0,-1.288673078021946,1,0.0,1,0.6557801098390456,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2
1,-0.4474048350192824,1,1,-1.166468379665092,1,0.0,0,-0.12037317024450503,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
1,-0.4474048350192824,1,0,1.31836048692427,1,2.0,1,1.1394216612401447,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,2,2
1,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,1,-0.5076188110570691,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,-0.4474048350192824,1,0,0.7073369951400007,1,1.0,1,-1.5031558876524584,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
0,2.235112188621971,0,0,-1.166468379665092,1,0.0,1,1.0097857814831492,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
0,-0.4474048350192824,1,0,-0.840589184046815,1,0.0,0,-0.36136294671584307,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,-0.4474048350192824,1,1,1.5627698836379778,1,1.0,0,0.677386089798545,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,2,2
1,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,0,-1.529747862987227,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,-0.4474048350192824,0,0,-0.3517703906193996,1,0.0,1,0.5045382501225507,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
1,2.235112188621971,0,0,-1.288673078021946,1,0.0,1,0.15551857385371634,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,2.235112188621971,0,0,-0.10736099390569181,1,0.0,1,0.32171841969601844,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,2,2
1,-0.4474048350192824,1,1,-0.3517703906193996,1,1.0,1,-1.4715779169424212,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,1,0.3333524089049794,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
0,-0.4474048350192824,1,1,1.1961557885674161,1,2.0,0,-1.4881979015266515,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
1,-0.4474048350192824,1,1,1.6035047830902625,1,2.0,1,1.2740435363724096,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,2,2
1,-0.4474048350192824,1,0,1.4405651852811239,1,2.0,0,-1.3303080479764644,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
0,-0.4474048350192824,1,1,-0.39250529007168417,1,1.0,0,-1.4965078938187666,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
0,-0.4474048350192824,0,0,0.4221926989740083,1,2.0,0,1.6612891771849732,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,2,2
0,2.235112188621971,0,0,-0.31103549116711493,1,0.0,1,0.8186559587645018,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2
1,-0.4474048350192824,0,0,1.1554208891151316,1,2.0,1,1.5466112835537846,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,2,2
0,-0.4474048350192824,0,0,-0.5961797873331073,0,0.0,1,-0.992922360916591,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
