title,type,genre,release_year,duration,rating,country,date_added
Midnight Chronicles 61,TV Show,History,2001.0,6 Seasons,,,
Deadly Chronicles 62,Movie,Sci-Fi,2006.0,90 min,,Brazil,2022-03-19
Silent Story 63  ,Movie,  History  ,1991.0,198 min,,Brazil,2018-01-26
Night 64,Movie,War,2020.0,108 min,,,2023-05-15
Heart 65,Movie,Family,   ,163 min,6.9,Sweden,2022-03-08
Revenge 66  ,Movie,Fantasy,1986.0,80 min,3.7,,2017-01-29
Broken Day 67,TV Show,,2019.0,7 Seasons,4.6,,2017-08-12
Shadow Rise 68,TV Show,History  ,,7 Seasons,,   ,2025-09-18
Secret Return 69,TV Show,  History,2023.0,10 Seasons,3.8,,2024-09-30
  Silent Fall 70,Movie,WAR,2019.0,120 min,,Norway,2025-05-03
Broken Dream 71,TV Show,Crime,1989.0,0 hrs,9.4,Egypt,2022-02-16
First Rise 72,Movie,Romance,2015.0,185 min,,,Invalid Date
Justice 73,TV Show,   ,1989.0,,,Japan,2023-07-15
Blood End 74,Movie,Fantasy,1986.0,,7.7,   ,2020-10-21
Heart 75,Movie,Mystery,,158 min,3.7,Canada,2021-09-22
Legend 76,TV Show,COMEDY,1991.0,5 seasons,7.1,Denmark,2020-11-25
Story 77,TV Show,Thriller,2011.0,2 Seasons,9.0,Australia,2017-05-30
Awakening 78,TV Show,Action,,4 Seasons,6.2,Norway,2023-07-07
Final Game 79,TV Show,Mystery,1989.0,,8.0,,Invalid Date
Rise 80,Movie,Action,2000.0,89 min,5.5,Sweden,2025-07-04
Secret Journey 81,TV Show,,2017.0,,5.9,South Korea,2022-03-12
Midnight Chronicles 82,Movie,Mystery,1999.0,   ,,Turkey,2023-09-06
A Secret 83,Movie,Sci-Fi,1994.0,159 min,3.7,,   
,Movie,,2000.0,-17 min,7.9,France,2023-07-11
Broken Code 85,Movie,Horror,2010.0,171 min,5.1,Norway,2017-08-27
Rise 86,TV Show,   ,1998.0,5 Seasons,8.6,Colombia,2020-08-16
Perfect Adventures 87,Movie,,,104 min,6.9,Norway,2021-08-06
Lost Chronicles 88,Movie,Fantasy,1987.0,188 min,,,2018-09-07
Secret 89,Movie,Family,2021.0,122 min,7.6,Thailand,2022-02-03
Last War 90,Movie,Comedy,2001.0,,12.442760784639347,  Spain,Invalid Date
The Love 91,TV Show,Music,2025.0,4 Seasons,0,India,2015-07-24
Fall 92,TV Show,,2025.0,5 Seasons,8.7,Poland,2020-10-13
  Midnight Soul 93  ,Movie,Comedy,1991.0,75 min,   ,Germany,2021-11-10
First Return 94,movie,Fantasy,1996.0,122 min,,Egypt,2023-07-21
First Game 95,Movie,Thriller,2021.0,120 min,8.5,Italy,2024-10-12
Perfect Heart 96,TV Show,Horror,1991.0,,,,2020-07-02
Final Death 97,Movie,  Crime,1891.0,84 min,,,2022-01-16
Lost Mission 98,MOVIE,Thriller  ,1987.0,62 min,   ,Poland,2023-01-10
Blood Tales 99,TV Show,  Thriller,1997.0,6 Seasons,8.3,Brazil,2017-02-09
Mission,Movie,Music,2006.0,189 min,3.8,Denmark,2023-01-06
Journey 1,TV Show,Horror  ,2021.0,5 Seasons,,   ,
Hidden Justice 2,Movie,,,78 min,13.447427614539873,Australia,2023-07-31
Final Life 3,TV Show,War,,5 Seasons,3.7,UK,2019-06-16
Dream 4,Movie,Drama,2007.0,,4.9,Australia,2018-10-26
First Adventures 5,Movie,,,unknown,4.9,SOUTH KOREA,2018-04-11
Heart 6,MOVIE,Drama,1997.0,133 min,,Italy,2025-06-19
Midnight Revenge 7,TV Show,Action,2024.0,-9 min,3.9,Italy,2020-06-24
Broken Lies 8,TV Show,Fantasy,2022.0,3 Seasons,4.5,,   
Hidden Secret 9,Movie,Adventure,   ,155 min,5.7,,2017-10-23
Game 10,TV Show,Adventure,2025.0,   ,4.6,South Korea,2019-08-21
Perfect Story 11,TV Show,Adventure,2002.0,2 Seasons,4.7,Egypt,2023-05-17
Chronicles 12,TV Show,Sci-fi,2015.0,1 Season,,Thailand,2015-09-01
Chronicles 13,TV Show,Sci-Fi,1989.0,2 Seasons,4.4,Egypt,2015-12-02
Deadly Adventures 14,Movie,Horror,2006.0,149 min,13.204169249315438,SWEDEN,2022-06-17
Silent Revenge 15,TV Show,Animation,1997.0,,3.9,Colombia,2015-12-12
Silent Night 16,Movie,Action,2020.0,159 min,5.6,,2022-03-11
  Shadow Death 17  ,Movie,Documentary,1992.0,,7.5,Spain,2015-05-15
Hidden Heart 18,Movie,Romance,   ,195 min,5.4,Sweden,2021-04-10
Blood Journey 19,TV Show,Documentary,2019.0,2 Seasons,,GERMANY,2017-12-30
Lost Awakening 20,TV Show,,2022.0,5 Seasons,8.1,,Invalid Date
Forgotten Story 21,TV Show,Sci-Fi,2002.0,7 Seasons,,Thailand,2017-02-12
Hidden Fall 22,TV Show,Comedy,2019.0,1 Season,7.9,  USA,2022-01-03
Blood Journey 23,TV Show,Music,2008.0,2 Seasons,,,2024-10-05
Wild Story 24,Movie,Animation,1989.0,176 min,6.7,,2022-12-07
Perfect Heart 25,Movie,MUSIC,2009.0,144 min,8.7,,2025-06-07
Secret Mystery 26,Movie,Comedy,2001.0,,6.1,UK,2021-07-15
Game 27,Movie,Action,,60 min,5.1,  South Korea  ,2030-05-15
Last Mystery 28,Movie,Horror,2021.0,90 min,3.7,Germany,2024-06-24
Perfect Awakening 29,Movie,Documentary,2037.0,,6.9,Argentina,2015-12-13
Day 30,tv show,Family,1983.0,,4.8,BRAZIL,2019-09-27
Secret Fall 31,TV Show,Mystery,2019.0,9 Seasons,,,2023-08-04
The Tales 32,Movie,Animation,1981.0,71 min,4.0,Argentina,2024-02-25
Truth 33,TV Show,Animation,1993.0,3 Seasons,6.0,South Africa,2022-01-09
  Silent End 34,Movie,,2019.0,80 min,5.5,Turkey,2022-02-28
  Midnight End 35,TV Show,Romance,2005.0,9 Seasons,5.2,,2017-10-13
Wild Awakening 36,Movie,Thriller,2036.0,159 min,9.4,Thailand,2018-12-24
Blood Chronicles 37,Movie,Horror,,120 min,4.1,,2020-10-23
Lost Adventures 38,TV Show,Family,2019.0,1 Season,3.5,UK,2020-07-30
Final Journey 39,Movie,Fantasy,   ,,3.6,Colombia,2018-12-14
  Shadow Mission 40,Movie,Music,1987.0,,4.1,France,02/03/2016
  Story 41,Movie,Drama,2021.0,146 min,8.6,Mexico,
Deadly War 42,TV Show,Adventure,,4 Seasons,4.5,,2019-06-05
Shadow End 43,TV Show,Comedy,1990.0,2 Seasons,,Italy,2015-03-24
  Last Revenge 44  ,Movie,Music,2025.0,141 min,7.3,Japan,2025-08-24
Life 45,TV Show,Music,1995.0,10 Seasons,8.1,Brazil,2015-08-12
Final Return 46,Movie,War,2021.0,182 min,4.3,,2016-07-27
Wild Revenge 47,Movie,Action,1994.0,72 min,4.3,Denmark,2030-05-15
Forgotten Chronicles 48,Movie,Adventure,2019.0,61 min,5.4,South Africa,2017-04-09
Lost Tales 49,TV Show,Drama,2034,5 Seasons,4.1,Egypt,2015-03-21
Wild Dream 50,Movie,,1987.0,87 min,,Turkey,2030-05-15
  Deadly Love 51,Movie,Action,1996.0,122 min,0,,2021-12-20
Lies 52,Movie,History,1997.0,180 min,   ,Canada,2023-06-22
Secret Death 53,Movie,,1981.0,148 min,5.3,Poland,Invalid Date
   ,TV Show,,2016.0,2 Seasons,5.5,Denmark,2019-01-19
Lost Revenge 55,Movie,Thriller,2003.0,155 min,4.9,,2024-06-09
Mystery 56,Movie,Crime,1996.0,80 minute,6.2,Egypt,2022-12-08
Dark Revenge 57,Movie,Music,,135 min,6.3,   ,2022-02-14
   ,Movie,Adventure,2003.0,91 min,8.9,India,2020-10-12
,TV Show,Mystery,2002.0,3 Seasons,7.5,,2022-03-17
Shadow Return 60,Movie,Music,2006.0,167 min,,,2018-03-06
Wild Night 61,Movie,Romance,2001.0,71 min,5.1,Canada,2015-06-12
  Broken Legend 62  ,Movie,History,1992.0,89 min,5.5,Canada,   
Lost Rise 63,Movie,,1991.0,93 min,8.7,   ,2022-04-03
,TV Show,Crime,2014.0,3 Seasons,6.9,brazil,2023-01-26
Soul 65,tv show,Action,2007.0,,4.6,,2017-12-30
Blood Game 66,Movie,,1989.0,121 min,7.9,Norway  ,2018-06-08
  Secret Rise 67  ,Movie,Adventure,1989.0,101 min,3.9,Sweden,2021-12-12
  Soul 68  ,TV Show,  Drama  ,2024.0,3 Seasons,8.9,Mexico,2021-06-22
Legend 69,TV Show,   ,2003.0,6 Seasons,,UK,2023-02-15
  Wild Story 70,Movie,Adventure,2007.0,178 min,9.4,  Japan  ,2015-10-07
Hidden Mission 71,TV Show,War,2018.0,7 Seasons,5.2,,2023-02-21
,TV Show,War,2016.0,4 Seasons,,,
   ,Movie,Crime,,92min,6.4,,2019-02-02
Lost Fall 74,Movie,,2015.0,   ,6.8,Denmark,2023-03-03
Soul 75,TV Show,Music,2014.0,5 Seasons,,,   
Broken End 76,Movie,Adventure,2022.0,189 min,7.1,Germany,2022-12-28
Fall 77,TV Show,Documentary,,4 Seasons,5.9,Japan,2024-11-09
Legend 78,TV Show,Action,2020.0,5 Seasons,4.6,Brazil,2017-11-20
Silent Day 79,TV Show,  Mystery,,9 Seasons,12.661197557601454,   ,2015-01-14
Lies 80,Movie,Fantasy,2002.0,148 min,,,2016-04-18
Code 81,Movie,Action,1991.0,106 min,4.8,Norway,2025-03-16
The Return 82,Movie,Drama,,,5.1,  UK  ,2020-01-23
Shadow Beginning 83,TV SHOW,Documentary,,1 Season,6.8,  Brazil,2020-03-03
Blood End 84,TV Show,    Mystery  ,2015.0,4 Seasons,3.6,Denmark,2018-04-15
The Code 85,Tv show,Family,2022.0,5 Seasons,,South Africa,
Beginning 86,Movie,  Adventure  ,2016.0,77 min,,  Germany  ,2021-11-17
Forgotten Love 87,TV Show,,2006.0,2 Seasons,8.8,Turkey,2019-01-08
Adventures 88,TV Show,Mystery,1985.0,9 hrs,,,2018
Game 89,Movie,Sci-Fi,2047.0,61 min,11.015987018841713,Egypt,2017-02-23
The War 90,Movie,,2022.0,99 min,6.7,Netherlands,2025-08-18
Broken Code 91,TV Show,Documentary,,7 Seasons,4.5,   ,2018-07-18
Fall 92  ,TV Show,Music,2001.0,7 Seasons,4.1,,2018-01-24
Shadow Return 93,TV Show,Animation,2002.0,6 Seasons,,Japan,2017-11-07
,Movie,Fantasy,2013.0,,3.7,,2021-11-07
Lost Revenge 95  ,Movie,,1983.0,108 min,5.6,Spain,2022-10-06
Secret Tales 96,TV Show,Thriller,,,,,2016-05-28
Game 97,TV Show,Animation,1995.0,6 Seasons,6.1,   ,2018-07-09
Awakening 98,TV Show,  Animation  ,1983.0,9 Seasons,4.3,,   
Midnight Mission 99,TV Show,Sci-Fi,2007.0,9 Seasons,0,south korea,2024-07-15
  Lost Awakening  ,Movie,Drama,2007.0,60 min,5.8,Denmark,2017-07-04
Final Tales 1,TV Show,Action  ,2020.0,6 Seasons,7.3,,2023-02-03
Last Return 2,Movie,       ,,190min,6.3,Poland,2015-08-05
A Revenge 3,Movie,Documentary,,94 min,6.2,Denmark,2018-07-21
Blood Beginning 4,Movie,Drama,2005.0,93 min,6.3,South korea,
  War 5,TV SHOW,Drama,2018.0,-27 min,5.2,Argentina,2030-05-15
Legend 6,TV Show,Thriller,2009.0,9 Seasons,4.2,TURKEY,2023-04-03
Midnight Lies 7,Movie,Horror,1988.0,163 min,8.8,,2024-07-16
Wild Code 8,Movie,Drama,2005.0,191 min,,South Africa,2030-05-15
Dark Death 9,TV Show,Drama,2021.0,5 Seasons,,,2022-11-26
Love 10,movie,,1990.0,171 min,,,2016-01-19
A Day 11,TV Show,Fantasy,2004.0,2 Seasons,6.7,Norway,2025-13-45
Midnight Dream 12,Movie,,2013.0,189 min,-1.9350426892448398,Netherlands,   
Last Chronicles 13,Movie,,2006.0,65 minute,   ,,2019-02-17
Final Love 14,Movie,Music,1989.0,NA,5.3,,2016-03-29
Soul 15,movie,Family,1994.0,94 min,7.0,Egypt,2025-04-01
Forgotten Truth 16,Movie,Thriller,1984.0,103 min,6.1,Colombia,2017-01-06
Lost Night 17,Movie,Family,1991.0,178 min,4.0,Denmark,2024-10-06
Game 18,Movie,Documentary,1987.0,,9.4,   ,2022-05-15
Day 19,Movie,Sci-Fi  ,1985.0,159 min,3.5,Colombia,2019-08-24
First Journey 20,TV Show,,2003.0,2 Seasons,9.1,,2023-10-27
The Truth 21  ,Movie,horror,,190 min,7.7,Turkey,2022-06-05
War 22,Movie,,,183 min,6.8,   ,2018-02-03
Midnight Awakening 23,TV Show,,2024.0,1 Season,8.5,,2015-01-29
   ,TV Show,Music,1990.0,10 season,3.7,Brazil,2015-04-16
Day 25,Movie,Music  ,2002.0,90 min,,Netherlands,2021-04-15
Hidden Story 26,TV Show,Documentary,2015.0,7 Seasons,7.1,South Africa,2021-09-11
The Awakening 27,TV Show,Thriller,2019.0,1 Season,,Denmark,   
   ,TV Show,Family,1986.0,,6.8,   ,2017-04-07
Forgotten Death 29  ,Movie,SCI-FI,,183 min,,France,2021-03-26
Last Secret 30  ,TV Show,,2024.0,3 Seasons,,Argentina,2022-05-15
First Story 31,Movie,Adventure,2000.0,171 min,5.6,Colombia,2025-12-22
Final Love 32,Movie,Romance,1984.0,68 min,7.1,   ,2019-12-31
The Beginning 33,TV Show,Thriller,2012.0,unknown,7.7,   ,2018-12-08
Forgotten Rise 34,Movie,Horror,1995.0,86 min,,UK,2018-08-11
Hidden Tales 35,Tv show,Animation,1990.0,,-1.4207579202936023,   ,
  Final Soul 36,Movie,,2011.0,,6.5,Mexico,2023-11-23
Hidden Life 37,Movie,Crime,2003.0,89 min,7.6,  India,2021-02-20
Fall 38,TV Show,Horror,1988.0,8 Seasons,   ,,2022-01-17
Game 39,Movie,Horror,2015.0,,,India,2023-09-23
A Death 40,TV Show,Drama,1986.0,,7.0,,2019-06-20
Legend 41,TV Show,FANTASY,2007.0,9 Seasons,6.5,,2025-07-03
Shadow Beginning 42  ,TV Show,,2002.0,6 Seasons,,Colombia,2021-01-29
  Silent Story 43  ,Movie,,1835.0,113 min,8.7,,2024-06-15
End 44,Movie,Animation,1992.0,118 min,6.5,,2015-09-07
Wild Rise 45,TV Show,Action,1986.0,2 Seasons,7.6,Norway,2019-05-28
Final Justice 46,TV Show,,2000.0,6 Seasons,7.4,Mexico,2022-08-19
Forgotten Mission 47,Movie,Horror,,67 min,5.0,,2019-07-21
Mission 48  ,TV Show,,1992.0,,4.9,Denmark,2019-10-06
Fall 49,TV Show,,2015.0,   ,   ,CANADA,2023-08-21
Perfect Night 50,TV Show,Comedy,1991.0,,,Egypt,2018-02-03
Shadow Story 51,Movie,Family,1987.0,,8.0,South Korea,2017-03-16
Lost Chronicles 52,Movie,Sci-Fi,2022.0,103 min,-1.487400934171137,Japan,2015-05-04
Perfect War 53,Movie,Family,2015.0,101 min,7.9,,2019-10-01
Game 54,Movie,Family  ,2023.0,121 min,8.3,Thailand,2020-01-16
First Soul 55,TV Show,Sci-fi,2002.0,,5.2,Poland,2017-03-06
Broken Life 56,Movie,,2013.0,85 min,,JAPAN,2020-10-16
,TV Show,Family,2002.0,5 Seasons,6.1,France,2020-06-11
Dark Soul 58,MOVIE,  mystery,2017.0,187 min,5.5,,2018-07-09
Midnight War 59,Movie,Adventure,2008.0,134 min,8.0,,2015-06-14
   ,Movie,Romance,2003.0,,6.2,    Turkey  ,2016-09-01
Last Revenge 61,Movie,,2001.0,,9.0,Germany,2023
Deadly Love 62,Movie,Music,1991.0,9 hrs,0,  India,2024-06-13
   ,Movie,Comedy,,83 min,6.1,Norway,2025-01-25
Legend 64,TV Show,Animation,1980.0,7 Seasons,8.8,Sweden,2021-02-15
Lost Night 65,Movie,Documentary,2009.0,199 min,3.7,Norway,2019-12-05
  Secret Truth 66,Movie,Horror,2015.0,,6.6,Brazil,2022-03-12
Midnight Truth 67,TV Show,Sci-Fi,2021.0,9 Seasons,,Poland,2024-05-03
,Movie,Adventure,2021.0,78 min,6.1,UK,2017-03-01
Legend 69,Movie,Documentary,2003.0,69 min,7.5,Netherlands,2024-09-05
Broken Mystery 70,Movie,Fantasy,2018.0,105 min,7.2,Denmark,2019-05-14
   ,Movie,Mystery,2017.0,170 min,   ,   ,2016-10-31
Revenge 72,TV Show,,2031.0,10 Seasons,,Spain,2023-07-23
Blood Heart 73,Movie,Animation,2011.0,93 min,5.7,  South Africa,
Lost War 74,TV Show,Documentary,1991.0,3 Seasons,7.9,India,2016-01-25
Deadly Awakening 75,TV Show,,1989.0,10 Seasons,6.2,India,2021-03-01
The Story 76,Movie,Music,1991.0,154 min,13.973656814280586,,   
Silent Love 77,TV Show,War,1992.0,4 Seasons,9.0,Colombia,2020-09-19
Wild Mission 78,Movie,War,1994.0,106 min,5.6,Usa,2015-10-18
Last Chronicles 79,Movie,ANIMATION,,   ,,South africa,2020-01-12
Blood War 80,Movie,,1992.0,184 min,,Canada,2020-02-20
Dark Soul 81,Movie,,2022.0,74 min,7.8,Japan,2025-02-12
The War 82,Movie,Romance,1980.0,132 min,5.2,  South Africa,2024-08-11
Perfect Awakening 83,Movie,DRAMA,1997.0,127 min,8.1,   ,2017-11-19
Blood Chronicles 84,TV Show,Crime,   ,10 Seasons,3.5,UK,2018-09-25
Silent Soul 85,TV Show,Drama,1991.0,3 Seasons,0,Netherlands,2018-07-25
Silent Fall 86,Movie,Mystery,2023.0,81 min,0.0,,2024-04-29
  Love 87  ,TV Show,MUSIC,1988.0,3 Seasons,4.6,Australia  ,
The Life 88,TV Show,   ,1983.0,,,Egypt,Invalid Date
Story 89  ,Movie,Animation,2006.0,126 min,5.3,South Korea,2025-02-12
Heart 90,Movie,History,2007.0,112 min,4.3,Australia,   
Code 91,Movie,Animation,,182 minute,4.6,,2023-04-08
The Soul 92,Movie,Documentary,1983.0,116 min,-1.902294790435019,South Africa,2024-10-27
First Awakening 93,Movie,,2007.0,200 min,7.7,,2023-11-09
  Perfect Night 94,Movie,Fantasy,1999.0,97 min,4.4,Canada,Invalid Date
Deadly Love 95,TV Show,,2008.0,NA,8.3,India,2016-05-01
Hidden Soul 96,Movie,Mystery,2012.0,173 min,9.2,,2015-12-03
Forgotten Mission 97,Movie,Horror  ,2009.0,75 min,4.1,Japan,2019-09-14
The Dream 98,Movie,Music,1982.0,123 min,7.8,,2019-04-01
Wild Fall 99,Movie,ADVENTURE,,140 min,-1.7633446955314622,UK,2016-03-05
Life,Movie,Comedy,2043,84 min,6.7,Sweden,2020-06-03
Blood Fall 1,Movie,,   ,134 min,4.9,Germany,2017-09-13
Lost Adventures 2,TV Show,Family,,,,  France  ,2022-04-15
Broken Heart 3,Movie,Fantasy,1999.0,62 min,6.8,  USA,2018-02-02
Shadow Justice 4,Movie,War,2012.0,153 min,,France,2022-11-11
   ,Movie,,2017.0,187 min,9.3,   ,2023-06-03
The Life 6,TV Show,Drama,1988.0,5 Seasons,8.4,,2020-07-11
  Dark Awakening 7,TV Show,  Fantasy  ,2010.0,,5.1,   ,
Shadow Mission 8,Movie,Family,2011.0,62min,,Poland,2016-12-30
Story 9,Movie,Comedy,   ,170 min,4.3,Egypt,2017-01-30
,Movie,,2002.0,104 min,6.0,Italy,2024-01-15
Final Truth 11,Movie,Animation,,71 min,4.4,Canada,2015-10-29
Silent Day 12,TV Show,Crime,2021.0,8 Seasons,8.1,,2021-07-03
Revenge 13,Movie,Fantasy,1995.0,110 min,4.4,,2014
Chronicles 14,TV Show,Music,2000.0,4Seasons,8.0,,2015-10-15
Midnight Love 15,Movie,War,1991.0,164 min,-1.3656927398308762,France,2018-03-27
Forgotten Truth 16,Movie,  Adventure,1985.0,141 min,6.8,,2017-03-16
Last Awakening 17,TV Show,Romance,   ,7 Seasons,   ,,2016-02-06
Legend 18  ,Movie,Music,2001.0,144 min,4.4,   ,2019-01-09
   ,TV Show,Music,2010.0,   ,6.1,Norway,2030-05-15
A Life 20,Movie,Crime,2019.0,100 min,9.3,,2025-04-04
The Mystery 21,Movie,  Drama,2021.0,198 min,4.0,India,2015-01-05
Perfect Truth 22,TV Show,Family,,,6.2,Thailand,2022-07-23
Deadly Mystery 23,Movie,Comedy,1984.0,86 min,4.1,India,2021-05-26
Dark Life 24,Movie,Comedy,2005.0,134 min,5.0,India,2019-12-07
Secret Legend 25,Movie,Animation,2006.0,92 min,5.1,Argentina,08/07/2015
,TV Show,War,2008.0,9 Seasons,6.5,,2023
A Revenge 27,movie,Action,1995.0,170 min,,Mexico,2025-10-11
   ,Movie,Family,2005.0,82 min,5.5,France,2020-05-26
   ,MOVIE,,1987.0,96 min,8.2,,2016-03-17
First Dream 30,Movie,Action,1814.0,,3.6,,2022-02-19
  Silent Journey 31,TV Show,ADVENTURE,1982.0,1 Season,3.8,South Africa,2023-05-08
  Justice 32,Movie,Family,1981.0,117 min,0.0,Turkey,2015-07-03
Story 33,TV Show,Sci-Fi,1894,6 Seasons,6.2,Australia,   
First Mission 34,movie,Sci-Fi  ,1980.0,   ,5.7,Turkey,2022-02-28
Mystery 35,TV Show,History,   ,1 Season,7.8,South Korea,2015-06-11
Death 36,TV Show,  Horror  ,2021.0,1 Season,9.5,India,2023-07-28
Deadly Lies 37,TV Show,,2010.0,7 Seasons,,Canada,2016-10-01
Lost Return 38,Movie,Comedy,1995.0,,8.4,South Korea,2022-03-21
Lost Dream 39,Movie,Crime,1982.0,98 min,9.4,,29/09/2023
Forgotten Mystery 40,TV Show,Music,2018.0,1 Season,6.3,Sweden,2017-06-07
Death 41,Movie,DOCUMENTARY,1985.0,143 min,9.3,,
Perfect Truth 42,Movie,Crime,2022.0,98 min,,Sweden,2021-10-23
Midnight Heart 43,TV Show,comedy,2016.0,1 Season,   ,  Germany  ,2017-01-01
Night 44,movie,Romance,2020.0,,3.7,,2019-01-31
War 45,TV Show,,2039,7 Seasons,,,2015-06-16
Forgotten Rise 46,MOVIE,  History  ,   ,193 min,9.3,  Poland  ,2021-11-10
   ,TV Show,Mystery,1989.0,,9.1,Brazil,2025-10-31
Shadow Death 48,Movie,Romance,2014.0,   ,   ,Germany,2022-10-11
Forgotten Game 49,Movie,War,2018.0,64 min,6.9,,2019-07-08
Lost Tales 50,TV Show,Comedy,1981.0,1 Season,8.6,Netherlands,2015-12-05
Wild Rise 51,Movie,Crime,,117 min,5.4,Thailand,2021-02-26
First Story 52,TV Show,Music,2019.0,7 Seasons,4.8,   ,2025-11-06
Shadow Death 53,TV Show,Romance,2024.0,9 Seasons,4.4,,2017-07-22
Broken Fall 54,Movie,  Fantasy  ,1994.0,172 min,4.3,Thailand,2024-04-23
Perfect Mystery 55,TV Show,   ,2012.0,-5 min,,,2015-03-15
Secret Revenge 56,Movie,,1981.0,102 min,,Argentina,
Justice 57,TV Show,Horror,,5 Seasons,0.0,South Africa,2024-07-11
Silent Soul 58,Movie,History,2003.0,68 min,   ,,2020-09-19
  Mystery 59  ,TV Show,crime,2006.0,3 Seasons,5.9,,2025-07-17
Midnight Soul 60,Movie,Fantasy,2010.0,150 min,9.4,Germany,2019-08-25
Secret 61,Movie,Fantasy  ,1986.0,139 min,6.4,,2016-12-12
Wild Death 62  ,Movie,Fantasy,2005.0,   ,3.8,Germany,2021-02-25
A Secret 63,Movie,Animation,,116 min,5.9,   ,2021-07-09
Heart 64,Movie,Romance,1981.0,149 min,,Australia,2021-04-13
Return 65,Movie,Thriller,1995.0,157 min,7.4,South Korea,2016-05-01
Awakening 66,Movie,Drama  ,2004.0,123 min,6.0,egypt,2024-07-17
Silent War 67,Movie,,1995.0,179 min,4.4,India,2024-07-07
Secret Heart 68,Movie,Romance,   ,130 min,8.6,UK,2021-04-18
The Beginning 69,Movie,Mystery,2015.0,,7.0,USA,2021-11-21
  Hidden Code 70  ,Movie,Action,   ,,6.4,India,2023-02-10
The Life 71,Movie,Adventure,2035.0,123 min,8.3,Netherlands,2021-11-02
Deadly Tales 72,Tv show,Animation,1988.0,1 Season,6.9,Argentina,2021-10-11
Dark War 73,TV Show,,2019.0,2 Seasons,3.9,Mexico,2023-06-13
  Secret Lies 74,Movie,History,2010.0,73 min,5.0,,   
Secret Story 75,tv show,Crime,1986.0,2 Seasons,6.9,Poland,
End 76,Movie,Romance,2024.0,69 min,0,South Africa    ,2021-02-07
Shadow Tales 77,TV Show,,1893,3 Seasons,5.0,,2025-04-05
First Secret 78,Movie,Family,,63 min,7.1,Sweden,
First Awakening 79,Movie,Thriller,2008.0,112 min,9.1,UK,2024-07-26
Blood Night 80,TV Show,adventure,1987.0,8 Seasons,7.9,UK,2015-06-24
Hidden Code 81,TV Show,Drama,1988.0,2 Seasons,6.5,Netherlands,2024-03-15
A Awakening 82,Movie,,1998.0,,,,   
Lost Story 83,Movie,Action,2014.0,93 min,,Spain,2024-03-05
Midnight War 84,TV Show,Action  ,2006.0,5 Seasons,,Turkey,2020-03-11
,TV Show,Romance,2000.0,6 Seasons,9.1,Japan,2020-09-29
Final Secret 86,tv show,Documentary,2002.0,7 Seasons,4.2,,2024-06-20
Silent Story 87,Movie,Crime,1831.0,177 minute,7.6,Brazil,2016-07-22
Mystery 88,Movie,  Documentary  ,1993.0,unknown,0,Thailand,2019-08-25
Forgotten Revenge 89,Movie,History,   ,69 min,6.6,Germany,2024-08-07
Secret Chronicles 90,Movie,,1984.0,200 min,5.5,Australia,2022-06-16
Last Legend 91,Movie,Drama,2013.0,77 min,0,Netherlands,2022-02-24
First Adventures 92,TV Show,Drama,1986.0,,,South Africa,2021-10-20
Story 93,Movie,Animation,1984.0,167 min,6.3,Norway,2017-05-02
First Legend 94,TV Show,Action,2014.0,5 Seasons,4.1,germany,2025-11-03
Perfect Mission 95,Movie,Family,2004.0,164 min,7.3,Italy,2015-11-02
  End 96  ,Movie,Sci-Fi,2009.0,98 min,12.580314083266217,Turkey,2022-08-15
Perfect End 97,Movie,War,2021.0,,5.2,Colombia,2017-06-06
The Awakening 98,Movie,Fantasy,1990.0,175 min,4.6,Netherlands,2016-11-29
First Beginning 99,TV Show,Thriller,1987.0,10 Seasons,-1.107507676550442,India,
Blood Journey,Movie,Drama,2017.0,70 min,4.0,India,
   ,Movie,Family,2007.0,131 min,   ,,2025-12-02
Silent War 2,Movie,Crime,1865,93 min,7.2,Netherlands,2017-11-23
Chronicles 3,Movie,Thriller,   ,   ,   ,Italy,2023-10-18
Deadly Adventures 4,TV Show,War,2013.0,,7.5,,2025-13-45
Broken Mission 5,Movie,Fantasy,2010.0,140 min,3.7,,2025-03-06
Deadly Rise 6,TV Show,Family,2000.0,,9.1,Mexico,2021-08-11
Hidden Legend 7,TV Show,Romance,,9 Seasons,   ,Brazil,2023-11-26
Broken War 8,Movie,,2003.0,161 min,6.1,Spain,2016-02-04
Mission 9,Movie,Drama,2001.0,119 min,6.7,,2015-09-01
Dream 10,TV Show,Documentary  ,1992.0,3 Seasons,7.4,Sweden,2022-02-26
Midnight Tales 11,TV Show,Music,1988.0,4 Seasons,4.3,,
Return 12,Movie,Horror,2024.0,,,egypt,
Last Legend 13,MOVIE,Action,1987.0,188 min,,Australia,2024-11-11
A Lies 14,Movie,music,,194 min,6.7,UK,   
Deadly Return 15,Movie,Thriller,1862.0,150 min,3.8,Poland,   
First End 16,Movie,,2020.0,155 min,8.0,Sweden,2024-07-30
   ,Movie,,1996.0,65 min,5.8,Mexico,2018-11-14
Game 18,Movie,,2008.0,78 min,3.6,Colombia,2021-08-03
Journey 19,Movie,Comedy,   ,93 min,8.3,   ,2022-10-03
Final Life 20,Movie,HORROR,1990.0,,3.5,,2016-02-03
Blood Journey 21,TV Show,   ,1987.0,4 Seasons,,,2019-09-01
Shadow Day 22,Movie,Music,2000.0,68 min,0.0,Mexico,   
