işlem_id,müşteri_id,işlem_tarihi,işlem_saati,tutar,para_birimi,işlem_tipi,kanal,cihaz,ip_adresi,konum_il,kart_türü,merchant_kategori,fraud_etiket
TRX1466152600,C8045423529,13/03/2025,01:10:20,99.96,TRY,Havale/EFT,ATM,iPhone 14 Pro,136.214.60.253,Antalya,,E-Ticaret,0
TRX2541795490,C1176470128,2024-05-16,07:14:29,67.75,TRY,Para Çekme,Mobil Uygulama,Huawei P40,219.44.30.51,Ankara,Sanal Kart,Sağlık,0
TRX2521078202,C4431575854,2024-12-13,03:32:51,779.26,TRY,Alışveriş,Web,Windows PC,211.8.92.57,Şanlıurfa,Kredi Kartı,Abonelik,0
TRX6447717639,C9745761943,2024-04-12,13:09:15,"91,62",TRY,Para Çekme,Mobil Uygulama,iPhone 14 Pro,128.46.220.203,İstanbul,Kredi Kartı,Kuyumcu,0
TRX8001240575,C6418480338,2025-06-09,01:26:41,92.39,,Alışveriş,Mobil Uygulama,Samsng S23,63.116.131.173,Adana,,Yemek,0
TRX7154929954,C8532908062,2025-08-31,16:25:02,126.33,EUR,Havale/EFT,,MacBook,254.243.245.114,Mersin,Kredi Kartı,Market,0
TRX7248162076,C9979438399,2025-06-03,23:11:25,81.71,USD,Alışveriş,Web,Huawei P40,108.182.124.238,Kayseri,Kredi Kartı,Eğlence,1
TRX0327996056,C6827607097,2025-10-21,14:04:14,131.28,TRY,Alışveriş,ATM,iPhone 14 Pro,131.42.59.66,Mersin,Kredi Kartı,Elektronik,0
TRX0611602171,C5615615783,10.05.2025,15:55:41,189.75,TRY,Alışveriş,Mobil Uygulama,Samsung S21,22.184.71.190,Şanlıurfa,Banka Kartı,Abonelik,0
TRX7440711282,C9340960191,2024-10-15,17:47:00,81.23,TRY,Para Çekme,Web,iPhone 13,250.70.75.215,Konya,Banka Kartı,Akaryakıt,0
TRX3914432179,C7999677642,,13:52:29,119.46,TRY,Havale/EFT,Web,Windows PC,,Muğla,Kredi Kartı,E-Ticaret,0
TRX6874737372,C4801773243,2024-01-26,02:29:04,123.7,TRY,Alışveriş,Mobil Uygulama,Samsung S23,152.231.85.33,Ankara,Kredi Kartı,Elektronik,0
TRX8013249826,C0537153692,,15:57:10,178.58,TRY,Alışveriş,Web,Huawei P40,20.233.43.69,Trabzon,Kredi Kartı,Elektronik,0
TRX2555815856,C9497089948,2025-08-16,23:36:52,145.04,TRY,Havale/EFT,,iPhone 13,89.45.88.136,Bursa,Kredi Kartı,,1
TRX1886135836,C2242505218,2024-09-12,,,TRY,Alışveriş,,iPhone 13,123.37.252.138,Diyarbakır,Banka Kartı,Kuyumcu,0
TRX3468076071,C7382458256,2025-12-29,03:30:55,63.81,TRY,Alışveriş,Mobil Uygulama,Windows PC,41.159.71.37,Muğla,Kredi Kartı,Market,0
TRX9168540146,C7299433759,2024-07-06,13:48:26,238.14,TRY,Fatura Ödeme,POS,Samsung S23,118.101.182.150,,Kredi Kartı,Market,0
TRX7294131639,C5407217745,2025-08-11,21:18:23,54.01,TRY,Alışveriş,Mobil Uygulama,Samsung S23,126.78.134.232,,Kredi Kartı,Market,0
TRX5371524820,C8786058089,2024-06-09,19:28:39,111.43,TRY,Alışveriş,Mobil Uygulama,,57.197.224.196,Mersin,Sanal Kart,Elektronik,0
TRX4141969543,C8514681369,2025-06-24,11:56:06,48.86,TRY,Alışveriş,Web,,57.200.68.156,Ankara,Kredi Kartı,Yemek,0
TRX2489808409,C2898795023,22/02/2024,13:32:04,111.04,TRY,Alışveriş,Mobil Uygulama,,210.186.173.65,İstanbul,Kredi Kartı,Giyim,0
TRX9425786807,C8771862375,,21:33:12,38.68,USD,Alışveriş,,Android Tablet,55.10.168.153,Tekirdağ,Kredi Kartı,E-Ticaret,0
TRX9342748833,C5471836312,2024-12-14,03:55:29,97.83,USD,Havale/EFT,Mobil Uygulama,iPhone 13,25.119.147.243,Adana,Kredi Kartı,,0
TRX7938413316,C3262807134,2025-03-19,04:19:15,,TRY,Alışveriş,Mobil Uygulama,Samsung S23,92.177.212.87,Adana,Sanal Kart,Market,0
TRX0915106824,C9149435630,2024-02-01,03:37:28,,TRY,Para Yatırma,,Samsng S23,92.159.139.249,,Banka Kartı,Market,0
TRX1102503552,C9368002058,2024-10-08,21:37:16,66.46,USD,Para Çekme,ATM,iPhone 14 Pro,21.175.246.41,Kayseri,Sanal Kart,Abonelik,0
TRX3939870596,C3512124568,,02:53:14,75.7,TRY,Alışveriş,ATM,MacBook,212.180.249.63,Kocaeli,Kredi Kartı,Market,0
TRX9119753593,C0196600773,2025-04-14,04:11:31,93.21,EUR,Havale/EFT,Mobil Uygulama,Huawei P40,119.176.2.169,Bursa,Banka Kartı,Eğlence,0
TRX7445689949,C1362656259,05.01.2024,04:40:36,165.3,TRY,Havale/EFT,ATM,Samsung S21,198.103.77.248,Adana,Kredi Kartı,Giyim,0
TRX2112987282,C4414173125,2025-11-20,16:43:44,111.0,TRY,Alışveriş,Web,iPhone 13,117.237.35.181,Kocaeli,Banka Kartı,Seyahat,0
TRX4723474162,C6787554172,2024-05-13,01:28:05,45.3,TRY,Para Çekme,Web,Huawei P40,34.174.75.4,Diyarbakır,Banka Kartı,Abonelik,0
TRX7506814924,C3913413003,2025-02-01,00:52:27,79.27,TRY,Para Yatırma,Mobil Uygulama,,42.195.252.145,,Banka Kartı,,0
TRX1150900496,C9630342133,2026-01-28,10:59:39,62.36,,Alışveriş,Mobil Uygulama,iPhone 13,119.142.56.221,İstanbul,,Abonelik,0
TRX1540601688,C2668930202,08/11/2024,07:48:08,44.89,TRY,,POS,Huawei P40,242.53.198.41,,Kredi Kartı,Seyahat,0
TRX7580118273,C6740522230,16/02/2025,04:38:17,191.4,USD,Alışveriş,Mobil Uygulama,Samsung S21,96.210.228.139,,,E-Ticaret,0
TRX1149057563,C7472745823,2026-01-01,23:04:42,,EUR,Alışveriş,ATM,iPhone 13,,Diyarbakır,Kredi Kartı,Kuyumcu,0
TRX0639472784,C1254809921,2024-02-21,14:59:23,72.51,TRY,,Web,iPhone 13,,Mersin,Sanal Kart,Kuyumcu,0
TRX5057746410,C9940400406,2025-03-04,17:13:08,67.95,TRY,Alışveriş,Web,iPhone 13,2.149.169.75,Adana,Kredi Kartı,Akaryakıt,0
TRX5184526545,C9297854332,2025-03-05,,69.42,TRY,Para Yatırma,,Samsung S23,99.165.71.53,Adana,Ön Ödemeli,Akaryakıt,0
TRX4253542157,C5013811843,2025-07-05,16:40:12,125.4,,Alışveriş,Mobil Uygulama,Android Tablet,19.129.240.43,İstanbul,Kredi Kartı,Yemek,0
TRX0013682573,C3152235636,2025-04-02,06:08:00,,TRY,Alışveriş,Mobil Uygulama,iPhone 14 Pro,210.252.228.238,Gaziantep,Ön Ödemeli,Sağlık,0
TRX9926671132,C4074226849,2024-12-31,13:15:43,"301,56",TRY,Alışveriş,Mobil Uygulama,Xiaomi Mi 11,,Samsun,Kredi Kartı,Seyahat,0
TRX8852710945,C4518538560,2025-02-21,01:11:29,32.85,USD,Para Çekme,Mobil Uygulama,Xiaomi Mi 11,12.113.93.167,,Banka Kartı,E-Ticaret,0
TRX9580991053,C5204712589,2024-08-05,17:13:34,72.04,TRY,Havale/EFT,,Huawei P40,134.53.241.199,Kayseri,Sanal Kart,Giyim,0
TRX6241927748,C3274581775,2024-09-13,14:21:08,9244.61,USD,Alışveriş,Mobil Uygulama,iPhone 13,154.127.254.215,,Banka Kartı,Elektronik,0
TRX0068105878,C3849350751,24/12/2025,22:50:32,49.49,TRY,Alışveriş,Mobil Uygulama,Windows PC,152.220.191.159,Diyarbakır,Banka Kartı,Elektronik,0
TRX0474910258,C7078617494,15-05-2025,07:33:36,,TRY,,ATM,iPhone 14 Pro,87.74.182.73,Diyarbakır,Kredi Kartı,Abonelik,0
TRX7672204301,C7425714516,2025-06-03,01:48:54,343.69,,Alışveriş,Web,iPhone 14 Pro,68.209.175.148,İzmir,Ön Ödemeli,Kuyumcu,0
TRX1024708126,C0805954694,2024-04-18,08:58:58,70.4,TRY,Para Çekme,Mobil Uygulama,MacBook,140.10.6.254,Muğla,Kredi Kartı,Elektronik,0
TRX7835403011,C7130481987,2024-10-21,07:33:02,,TRY,Alışveriş,Mobil Uygulama,Windows PC,10.230.128.139,Diyarbakır,Kredi Kartı,Giyim,0
TRX9367418369,C3644418004,2024-06-16,,,TRY,Alışveriş,Mobil Uygulama,MacBook,213.123.104.140,Trabzon,Banka Kartı,Eğlence,0
TRX2150209164,C4411115097,2025-12-23,18:12:49,180.13,TRY,,POS,,192.50.188.215,Eskişehir,Banka Kartı,Abonelik,0
TRX8493515094,C5905506104,2026-01-27,08:50:53,98.08,TRY,Para Çekme,ATM,MacBook,177.9.192.233,Kocaeli,Banka Kartı,,0
TRX2112238883,C9723846698,2024-09-12,23:00:05,49.52,,Para Yatırma,POS,Windows PC,191.85.8.127,Bursa,Kredi Kartı,Akaryakıt,0
TRX1397372111,C1744476755,2024-11-12,07:00:54,241.33,TRY,Alışveriş,Mobil Uygulama,Android Tablet,16.98.161.135,,Banka Kartı, E-Ticaret,0
TRX5479094679,C3748485822,2025-06-05,17:23:59,122.87,EUR,Alışveriş,Mobil Uygulama,iPhone 13,146.123.142.146,Diyarbakır,,Sağlık,0
TRX1260972002,C8478719099,2024-04-22,04:20:55,18.67,TRY,Alışveriş,POS,iPhone 13,,İstanbul,Kredi Kartı,E-Ticaret,0
TRX4024350820,C2302438534,2025-03-03,02:59:41,115.69,TRY,Havale/EFT,POS,Samsung S23,248.42.232.67,Muğla,Kredi Kartı,Yemek,0
TRX5774129420,C4853555059,2024-06-14,18:02:46,22.1,TRY,Havale/EFT,,Android Tablet,76.31.22.35,İzmir,Sanal Kart, Elektronik,0
TRX7368016640,C8584760844,,14:05:13,43.58,,Alışveriş,Web,,40.32.78.31,Şanlıurfa,Banka Kartı,Elektronik,0
TRX2683694051,C9239818588,2025-07-05,14:41:08,"266,22",TRY,Para Çekme,Mobil Uygulama,MacBook,,Diyarbakır,Banka Kartı,Yemek,0
TRX2644988604,C1917640394,17/07/2025,03:13:22,169.72 TL,EUR,Havale/EFT,POS,Huawei P40,72.201.83.211,Adana,,Akaryakıt,0
TRX2882549006,C6800082750,2024-03-29,02:54:55,31.61,TRY,Alışveriş,Mobil Uygulama,Windows PC,117.42.211.208,Ankara,Banka Kartı,Sağlık,0
TRX6260803888,C7711710711,2024-08-08,18:54:43,56.11,TRY,Fatura Ödeme,Mobil Uygulama,Samsung S21,,Balıkesir,Banka Kartı,Akaryakıt,0
TRX7408642211,C5527086588,2024-09-26,19:40:18,33.95,TRY,,POS,Huawei P40,140.94.86.6,Muğla,Kredi Kartı,Abonelik,0
TRX9862161278,C5928762894,2025-07-06,18:18:55,79.72,USD,Alışveriş,Mobil Uygulama,iPhone 13,228.222.19.68,,Kredi Kartı,Kuyumcu,0
TRX8826208760,C5087341596,,20:59:15,22.59,TRY,Havale/EFT,Mobil Uygulama,MacBook,155.102.89.203,Gaziantep,Sanal Kart,Eğlence,0
TRX2407010036,C3602998359,2024-12-19,03:21:09,76.51,TRY,Alışveriş,Mobil Uygulama,Xiaomi Mi 11,36.230.132.243,Bursa,Kredi Kartı,Market,0
TRX5431115682,C2356738870,2024-06-22,11:47:59,66.43,TRY,Alışveriş,Mobil Uygulama,iPhone 14 Pro,234.95.30.185,Kocaeli,Banka Kartı,Elektronik,0
TRX3964360838,C6173142121,2024-09-19,10:07:33,48.03,,Alışveriş,ATM,Xioami,96.51.204.9,,Kredi Kartı,,0
TRX1815984587,C7892194318,2024-12-29,03:03:57,73.83,TRY,Para Çekme,ATM,Huawei P40,180.100.84.204,Eskişehir,Banka Kartı,,0
TRX8592370131,C8512886665,2024-06-09,22:16:59,117.72,USD,Havale/EFT,Mobil Uygulama,Huawei P40,141.153.130.114,Izmir,Kredi Kartı,Kuyumcu,0
TRX7466816719,C0659957792,2024-03-24,15:36:10,16.4,TRY,İade,ATM,,72.215.64.166,Kocaeli,Kredi Kartı,Akaryakıt,0
TRX0760596221,C6243228035,18.04.2024,08:21:50,25.42,TRY,Para Yatırma,Mobil Uygulama,Huawei P40,131.125.83.210,Samsun,Banka Kartı,Sağlık,0
TRX9813201682,C6461487581,2024-12-13,17:01:58,62.88,GBP,Alışveriş,Mobil Uygulama,iPhone 13,76.205.157.219,Bursa,Banka Kartı,Abonelik,0
TRX4900237472,C9815303820,,02:50:50,57.97,TRY,,Mobil Uygulama,Xiaomi Mi 11,243.118.251.151,Gaziantep,Kredi Kartı,Market,0
TRX3990444343,C9048077257,,22:48:50,82.64,EUR,Alışveriş,Mobil Uygulama,Windows PC,219.90.208.240,Şanlıurfa,Sanal Kart,E-Ticaret,0
TRX4136167495,C4116579663,,14:06:50,"31,53",TRY,Alışveriş,,Huawei P40,,Adana,Kredi Kartı,Kuyumcu,0
TRX0456275605,C6709596761,2026-01-09,09:47:40,113.6,TRY,Havale/EFT,Web,Windows PC,146.212.251.218,Kocaeli,Ön Ödemeli,Eğlence,0
TRX3296015599,C7537716222,2025-01-24,12:08:04,169.85,TRY,Alışveriş,ATM,Huawei P40,172.176.2.194,Samsun,Kredi Kartı,Giyim,0
TRX2533104493,C2557405934,2025-04-05,,361.58,TRY,Alışveriş,,iPhone 14 Pro,236.176.173.179,Bursa,Kredi Kartı,Elektronik,0
TRX2089912540,C5563201439,06-05-2024,10:10:53,37.58,,Havale/EFT,Mobil Uygulama,Huawei P40,213.150.230.18,Mersin,Kredi Kartı,Kuyumcu,0
TRX2693031395,C6519297135,2024-02-27,11:05:29,10.04,EUR,Alışveriş,Mobil Uygulama,Samsung S21,132.144.215.235,Muğla,,,0
TRX3062395025,C6852035697,2024-03-01,05:41:57,,TRY,Alışveriş,Web,Samsung S21,,Trabzon,Sanal Kart,Kuyumcu,0
TRX9861788006,C3847829421,2024-05-25,14:19:03,-90.44,TRY,Fatura Ödeme,Mobil Uygulama,Samsung S21,23.42.83.39,Kayseri,Kredi Kartı,Eğlence,0
TRX4417073663,C8702027334,25-03-2024,02:23:54,67.17,USD,Alışveriş,Web,,130.120.182.122,Gaziantep,Kredi Kartı,Yemek,0
TRX9598757232,C4388657097,2025-07-15,11:19:31,-52.04,TRY,Para Çekme,POS,Android Tablet,142.101.82.208,İzmir,Kredi Kartı,Seyahat,0
TRX8098251428,C5205588530,2025-08-10,20:59:14,88.52,TRY,Alışveriş,Mobil Uygulama,Samsung S21,192.242.46.107,Samsun,Kredi Kartı,Elektronik,0
TRX2307813848,C8463608436,11-07-2025,17:51:04,121.35,USD,Alışveriş,Mobil Uygulama,Samsung S21,211.234.241.224,Gaziantep,Kredi Kartı,Seyahat,0
TRX6633543639,C9905211471,2024-08-07,,135.56,TRY,Alışveriş,Mobil Uygulama,iPhone 13,241.144.149.117,Gaziantep,Kredi Kartı,Giyim,0
TRX9241419824,C3685677332,2024-10-05,,131.35,,Havale/EFT,Mobil Uygulama,Samsung S21,,,Sanal Kart,Elektronik,0
TRX3606435314,C3563008532,2024-09-30,01:33:27,93.86,TRY,Para Yatırma,Çağrı Merkezi,Samsung S23,253.191.3.239,Eskişehir,,Seyahat,1
TRX7741312563,C6465387600,23/04/2024,22:00:02,41.33,TRY,Alışveriş,Web,Windows PC,158.88.80.156,Konya,Banka Kartı,Eğlence,0
TRX9282936720,C2553189798,2024-12-26,05:25:56,52.48,TRY,Alışveriş,Mobil Uygulama,Huawei P40,163.147.190.104,,Kredi Kartı,Giyim,0
TRX6549451714,C3896820788,2025-02-12,,86.46,TRY,Alışveriş,POS,Samsung S23,,Muğla,Kredi Kartı,E-Ticaret,0
TRX8849761524,C0356762986,2024-06-04,22:59:41,46.71,TRY,Alışveriş,ATM,iPhone 14 Pro,226.220.213.241,Gaziantep,Kredi Kartı,E-Ticaret,0
TRX2664039103,C9959795798,2024-07-29,09:12:32,29.32,EUR,,Mobil Uygulama,Windows PC,171.156.235.245,Kocaeli,,Kuyumcu,0
TRX9307208429,C4198007754,2024-12-24,05:18:39,306.82,TRY,Alışveriş,Mobil Uygulama,iPhone 14 Pro,173.12.28.49,G.Antep,Kredi Kartı,Eğlence,0
TRX1056754829,C2983655439,2024-03-14,00:02:53,66.49,TRY,Alışveriş,Web,Windows PC,45.35.64.64,Diyarbakır,Ön Ödemeli,Elektronik,0
TRX7492370917,C7505644821,2025/03/24,11:50:31,,USD,Alışveriş,Web,Xiaomi Mi 11,40.117.201.138,İstanbul,Kredi Kartı,Akaryakıt,0
TRX3098931045,C0619471663,2024-09-20,19:48:29,30.6,TRY,İade,Mobil Uygulama,Android Tablet,202.3.100.67,Kayseri,Kredi Kartı,Seyahat,0
TRX7628219535,C9449168616,2025-06-24,,26.97,TRY,Alışveriş,Mobil Uygulama,iPhone 13,231.104.145.241,Adana,Kredi Kartı,Sağlık,0
TRX2790413309,C9843917300,2025/07/26,17:36:32,323.58,TRY,Alışveriş,POS,iPhone 14 Pro,30.138.111.56,Eskişehir,Kredi Kartı,Akaryakıt,0
TRX2609585844,C0543474535,2024-10-09,04:59:56,121.44,TRY,Alışveriş,Mobil Uygulama,iPhone 13,96.91.85.75,,Ön Ödemeli,E-Ticaret,0
TRX3848618951,C6241214739,2024-09-26,21:16:56,42.93,TRY,Para Çekme,Mobil Uygulama,Huawei P40,56.135.55.170,Adana,Kredi Kartı,Market,0
TRX6680418304,C1427670411,06-02-2025,08:14:39,62.8,TRY,Alışveriş,Web,Samsung S23,3.132.61.149,Gaziantep,Kredi Kartı,Kuyumcu,0
TRX7766528500,C7021113392,2024-02-01,17:59:39,6.91,,Alışveriş,POS,Xiaomi Mi 11,88.168.179.149,,Kredi Kartı,Kuyumcu,0
TRX0510976690,C9428411900,2024-05-26,13:26:10,,TRY,Havale/EFT,Mobil Uygulama,Samsung S23,,,,Yemek,0
TRX6434360339,C2552329211,2024-04-01,13:54:04,18.84,TRY,Havale/EFT,Web,,114.232.20.131,Manisa,Kredi Kartı,Elektronik,0
TRX2520183106,C3538824709,2024-08-04,08:24:54,53.12,TRY,Havale/EFT,Mobil Uygulama,Samsung S23,129.78.247.69,İstnbul,Banka Kartı,Giyim,0
TRX5018552420,C5681661177,2025-03-30,18:13:13,30.66 TL,TRY,Alışveriş,Mobil Uygulama,MacBook,77.35.196.136,Manisa,Ön Ödemeli,Akaryakıt,0
TRX3244177393,C7672485540,2024-07-05,06:27:18,586.73,TRY,Havale/EFT,Çağrı Merkezi,iPhone 14 Pro,113.78.180.143,Muğla,Kredi Kartı,Akaryakıt,0
TRX3927538500,C5831011990,2025/02/01,09:08:10,65.93,TRY,Havale/EFT,Mobil Uygulama,Samsung S23,94.19.89.215,Mersin,Kredi Kartı,Akaryakıt,0
TRX5330561908,C0045544590,2025-06-11,13:01:57,48.82,TRY,Havale/EFT,POS,Huawei P40,187.244.3.188,İzmir,Banka Kartı,Giyim,0
TRX3325988243,C3261425719,2025-05-29,07:17:03,,TRY,Alışveriş,Web,Xiaomi Mi 11,243.172.171.187,Ankara,Kredi Kartı,Eğlence,0
TRX4292035605,C6924954156,08/02/2025,01:17:13,372.75,TRY,Alışveriş,Mobil Uygulama,Huawei P40,219.74.92.3,Balıkesir,Kredi Kartı,Eğlence,0
TRX0654374309,C2580907009,2025-03-11,22:21:45,115.73,TRY,Havale/EFT,Mobil Uygulama,MacBook,186.210.130.75,Kocaeli,Kredi Kartı,,0
TRX2508200371,C3993094859,2024-12-02,04:57:20,"109,08",EUR,Alışveriş,Mobil Uygulama,Android Tablet,243.46.222.217,Diyarbakır,,E-Ticaret,0
TRX3481224610,C8686176695,2025-01-13,,59.21,TRY,İade,,Huawei P40,59.166.36.117,İzmir,Sanal Kart,E-Ticaret,0
TRX1002136327,C4214314836,2025-08-28,16:40:04,190.66,TRY,Alışveriş,Mobil Uygulama,Samsung S21,172.217.155.197,Trabzon,,Eğlence,0
TRX3646753061,C9921909324,2024-12-28,03:06:39,1002.02,GBP,Alışveriş,Mobil Uygulama,Samsung S23,197.37.180.77,Konya,Kredi Kartı,EĞLENCE,0
TRX6889659714,C9788670088,2024-09-25,15:21:56,,TRY,Alışveriş,Mobil Uygulama,iPhone 14 Pro,65.197.80.182,Balıkesir,Kredi Kartı,Akaryakıt,0
TRX5509023131,C4267921533,2026-01-02,10:28:37,81.47,TRY,Alışveriş,Mobil Uygulama,Samsung S21,171.220.130.51,Mersin,Sanal Kart,E-Ticaret,1
TRX0248367570,C3369510125,2025-11-29,,58.18,TRY,Alışveriş,,iPhone 13,,Kocaeli,Banka Kartı,Market,0
TRX6284603028,C8139123873,2025-10-19,01:12:53,58.77,EUR,Para Yatırma,Mobil Uygulama,iPhone 13,64.249.203.58,Diyarbakır,Kredi Kartı,E-Ticaret,0
TRX1330173259,C3105708342,2025-09-17,02:06:53,44.6,,Alışveriş,Mobil Uygulama,MacBook,120.253.155.5,Balıkesir,Banka Kartı,Kuyumcu,0
TRX2642141495,C9713090528,2024-10-18,10:18:24,393.52,TRY,İade,Mobil Uygulama,iPhone 13,98.121.171.34,Izmir,Kredi Kartı,Elektronik,0
TRX5910087952,C0124641451,2026-01-01,03:19:20,121.07,TRY,Para Çekme,Mobil Uygulama,Android Tablet,8.155.154.54,Diyarbakır,Kredi Kartı,Seyahat,0
TRX5912643440,C9269854902,2025-05-12,18:50:49,75.72,TRY,Alışveriş,Web,Samsung S21,246.173.3.170,G.Antep,Banka Kartı,Giyim,0
TRX0505502743,C8541465677,2025-11-09,08:33:37,134.53,TRY,,POS,,33.218.56.113,Manisa,Kredi Kartı,Seyahat,0
TRX8567465901,C8903889665,2024-01-16,08:46:35,69.78,TRY,Alışveriş,Web,Huawei P40,169.209.146.169,İstanbul,Kredi Kartı,,0
TRX5799963993,C1624388324,2024-03-22,08:55:36,65.21,TRY,Para Çekme,Mobil Uygulama,Huawei P40,146.115.50.177,Şanlıurfa,Kredi Kartı,Seyahat,0
TRX1847771840,C9588221819,16.01.2024,07:24:13,123.04,TRY,Alışveriş,Mobil Uygulama,iPhone 14 Pro,219.90.165.88,Ankara,Sanal Kart,Abonelik,0
TRX9200821464,C3447464072,2026-01-29,20:01:02,48.79,TRY,Havale/EFT,Mobil Uygulama,Android Tablet,58.96.39.63,,Banka Kartı,,0
TRX3092880091,C4969695190,2024-08-30,09:56:23,95.35,USD,Alışveriş,Web,iPhone 14 Pro,132.127.98.156,Tekirdağ,Kredi Kartı,Akaryakıt,0
TRX9542918839,C2584547080,2024-01-30,09:36:08,434.94,TRY,Havale/EFT,Mobil Uygulama,Windows PC,,Konya,Kredi Kartı,Giyim,0
TRX5754184261,C9023832120,2025-07-29,13:21:35,59.18,TRY,,Mobil Uygulama,,128.126.243.83,Eskişehir,Ön Ödemeli,,0
TRX9722655305,C9245687020,2025-08-26,14:56:38,82.99,TRY,Fatura Ödeme,Web,MacBook,230.75.215.97,Eskişehir,Kredi Kartı,Sağlık,0
TRX4178566284,C8045224445,2025-12-06,23:55:53,42.64,TRY,Alışveriş,Çağrı Merkezi,Windows PC,3.233.233.149,Eskişehir,Sanal Kart,Akaryakıt,0
TRX1692915587,C8070814775,2025-03-17,02:36:14,,TRY,,Mobil Uygulama,Samsung S23,,Mersin,Kredi Kartı,Seyahat,0
TRX2349060559,C4316110303,2025-06-04,05:59:49,12.74,TRY,Alışveriş,Mobil Uygulama,Xiaomi Mi 11,239.158.21.29,Kocaeli,Kredi Kartı,Elektronik,0
TRX0808033321,C9764447780,2025-04-15,,37.75,TRY,,Mobil Uygulama,iPhone 13,bilinmiyor,Samsun,Kredi Kartı,Seyahat,0
TRX1524496027,C1188170566,,15:58:02,295.45,TRY,Alışveriş,ATM,Samsung S21,108.102.106.72,Samsun,Banka Kartı,Abonelik,0
TRX4248158754,C1969416552,2025-01-29,09:59:17,184.12,TRY,Alışveriş,Mobil Uygulama,Android Tablet,86.133.53.19,G.Antep,Kredi Kartı,Market,0
TRX7748614770,C8163342591,2024-01-25,15:08:11,141.28,,Alışveriş,Web,Huawei P40,79.176.213.172,Konya,Banka Kartı,,0
TRX5546943545,C1332940085,2024-05-07,16:57:25,124.35,TRY,Alışveriş,Web,Samsung S23,37.98.249.213,Şanlıurfa,Sanal Kart,Kuyumcu,0
TRX5642252276,C4014674820,2025-12-09,15:02:32,57.16,USD,Alışveriş,Web,Samsung S23,166.206.173.40,Muğla,Kredi Kartı,Sağlık,0
TRX0962807745,C9785132875,2024-02-06,14:26:20,54.82,TRY,Havale/EFT,Çağrı Merkezi,iPhone 13,39.231.210.251,Şanlıurfa,Kredi Kartı,Elektronik,0
TRX5556468740,C2394540221,2024-03-07,19:25:45,102.88,TRY,Alışveriş,POS,Samsung S23,12.213.84.252,Samsun,Kredi Kartı,Kuyumcu,0
TRX6937452406,C0196823743,2025-09-01,10:12:59,,TRY,Alışveriş,Web,Samsung S21,181.167.134.28,Bursa,Kredi Kartı,Yemek,0
TRX2076932141,C4601092257,2025-12-22,07:26:16,54.14,,Alışveriş,ATM,Android Tablet,71.244.155.41,İzmir,Kredi Kartı,Eğlence,0
TRX6971677153,C8658494352,2024-12-06,01:39:51,133.62,TRY,,POS,Samsng S23,71.126.61.101,Konya,Banka Kartı,Market,0
TRX4763592728,C5955280250,2024-04-17,03:53:07,43.11,,Alışveriş,Mobil Uygulama,Samsung S23,156.243.11.27,Manisa,Kredi Kartı,Kuyumcu,0
TRX2622072754,C2282939436,24.03.2025,06:06:45,46.0,TRY,Para Çekme,POS,Samsung S21,115.18.62.126,,Kredi Kartı,Elektronik,0
TRX1635583025,C7646676512,26-01-2024,11:28:19,"167,72",TRY,Alışveriş,Mobil Uygulama,Huawei P40,142.76.174.2,Bursa,Kredi Kartı,Yemek,0
TRX6058401747,C9666818617,2024-10-01,17:51:05,,TRY,Alışveriş,,Samsung S23,53.52.124.139,Kocaeli,Banka Kartı,,0
TRX9501258630,C4967607670,2025-03-05,21:38:01,126.17,,Alışveriş,POS,Windows PC,106.105.6.19,Kocaeli,Kredi Kartı,Abonelik,0
TRX9101688430,C8361463748,2025-11-01,07:13:25,,TRY,Havale/EFT,ATM,Samsng S23,185.243.19.108,Balıkesir,Banka Kartı,Seyahat,0
TRX6969412129,C5685292440,2024-03-27,10:01:52,,TRY,Havale/EFT,Çağrı Merkezi,MacBook,212.89.81.112,İstnbul,Kredi Kartı,,0
TRX0446687417,C8675612621,07.04.2025,16:42:59,34.3,TRY,Fatura Ödeme,Web,Samsung S23,5.75.96.225,Tekirdağ,Sanal Kart,Yemek,0
TRX7440640400,C2670819443,2024-01-22,11:11:27,109.03,,Alışveriş,Mobil Uygulama,iPhone 14 Pro,182.17.104.151,Eskişehir,Kredi Kartı,Yemek,0
TRX2773204867,C7404780251,2024-12-20,14:11:02,126.16,TRY,Alışveriş,Mobil Uygulama,Samsung S21,19.195.214.183,Şanlıurfa,,Giyim,0
TRX2603694097,C7891901086,2025-05-23,07:56:51,29.73,,Para Yatırma,Mobil Uygulama,Huawei P40,6.137.200.248,Diyarbakır,Kredi Kartı,Elektronik,0
TRX7838351341,C6497209661,2024-01-28,07:38:55,125.74,,Havale/EFT,POS,Windows PC,38.37.237.244,Kony,Banka Kartı,Sağlık,0
TRX5741802287,C7397550956,,22:41:48,"30,61",TRY,Havale/EFT,,iphne13,251.136.88.235,Kocaeli,Banka Kartı,Giyim,0
TRX1694842392,C3160449097,2026-01-20,03:20:52,30.13,TRY,Havale/EFT,Web,Windows PC,83.100.127.83,Tekirdağ,,E-Ticaret,0
TRX0123365933,C2021401657,2024-08-11,11:41:59,66.53,TRY,İade,ATM,MacBook,121.189.5.94,Tekirdağ,Kredi Kartı,Elektronik,0
TRX0410315826,C3062271147,,04:27:41,60.82,TRY,Havale/EFT,Mobil Uygulama,Samsung S21,124.86.39.14,Adana,Sanal Kart,Kuyumcu,0
